date (UTC),description,moneyIn (BTC),moneyOut (BTC),tx hash,current balance (BTC)
3/11/20 11:13,PAYMENT RECEIVED,2.22E-05,0,094b653bbb9ebd944ef4f607e61811a1f4bdf13020ff33d4fa20751f4fc8f4be,0.0277156
5/10/20 8:56,PAYMENT RECEIVED,0.0155,0,c0e2e22f98b142466dae93cfdf731d946520d8c2dd0757039283261364c95f87,0.02769345
16/7/20 2:03,PAYMENT RECEIVED,0.00108507,0,aad68b2a47c20f9bce6f8f846ae640453f1f8badbe16c96f5c6077e48e292903,0.01219345
1/7/20 21:25,PAYMENT RECEIVED,4.75E-05,0,414e4f7ced857c494393675c5320a8035c0e8b22129e38fd91f8ed10d5c7c1e5,0.01110838
19/6/20 0:33,PAYMENT RECEIVED,0.0001,0,b6ed433e5216a39fff1fe3e8931ba49a1cdbb6c8c35eac31f5eb05035babddab,0.01106088
25/5/20 13:52,PAYMENT RECEIVED,1.14E-05,0,c6d848b717e73663c7511a0ada198aad584ea6991d3aac57c0b3de977979888a,0.01096088
5/3/20 19:13,PAYMENT RECEIVED,1.00E-05,0,a6e350c3a9e5e633835650218d5141fec0f4d407b405e0da4752e852b8883c5a,0.01094946
15/1/20 15:01,PAYMENT RECEIVED,0.00011313,0,dbd98bc095e8757fdbda4aaafe47bd7a3f641e2f064a6f522bd3f04660b013b9,0.01093946
28/11/19 15:32,PAYMENT RECEIVED,9.23E-05,0,984deee2b6f71b86ae7a773633bcb141e5dc4fa25145db768d3d83f57a1cbc8c,0.01082633
5/11/19 14:35,PAYMENT RECEIVED,0.0007,0,299a52174dd7aad89833b69b5d5a80be4558d1afd93849a2a771c6fe75c74005,0.01073404
10/8/19 18:13,PAYMENT RECEIVED,8.79E-05,0,bec94fcced6bd946b855d0351877cd20ff54b601e1a573f5efa9aa97f1b17bf5,0.01003404
23/7/19 10:25,PAYMENT RECEIVED,7.77E-06,0,6a8c2c16ad29fb5dd19f4cb87ffb67b916e4b81400228b7c8d9a54f2cc710e01,0.00994063
23/7/19 10:25,PAYMENT RECEIVED,5.47E-06,0,8163009e0c5a75c481593a75dda410389d04cb1973f8809b3d66baeba2aa9baf,0.0099461
5/6/19 19:25,PAYMENT RECEIVED,0.00319225,0,4c4f178bc1dd9a6390c0a5b064ca64d48828d69c23a56f3277660a4dbf46103a,0.00319225
6/6/19 11:58,PAYMENT RECEIVED,0.0031,0,0fdf94239e09af098e110bd036b1271ce091b59e9dafea3e856296a5a43a7695,0.00629225
6/6/19 14:14,PAYMENT RECEIVED,0.00364061,0,bdb484d6766d977113bfc012e64b119ca595ae6eb7bf1cfeef9f4ce814baadfb,0.00993286
2/11/18 22:35,PAYMENT RECEIVED,5.55E-06,0,3c163c7d6fbfe3843aec2ef722761bdef167e12f47b58dd44311643ddb150f3f,129234.3373
21/11/18 6:21,PAYMENT SENT,0,-8888.000458,f50dbbbe1105306d031fa8af537fa01f5fbcd327832e3978dc68cd2c92184e20,7724.90481
21/11/18 4:38,PAYMENT SENT,0,-0.1000223,689df9328e50a0c9aaef3b008982881d1a36b505706dd2255339cf142c87e05c,16612.90527
20/11/18 11:00,PAYMENT SENT,0,-889.000122,c624039af3907cdfad36345a46cbe954573864024d2cfd0070dd63c48b5c4c0b,16613.00529
20/11/18 11:00,PAYMENT SENT,0,-888.000361,e6d45566f07b9ed5ca2644dc482f367918730b64acb4f2cae54bb2e5c864624c,17502.00541
20/11/18 11:00,PAYMENT SENT,0,-808.000122,18eb8b0886096f4a2ba175ff1cecfbb49a5be55c729bcf0e2a85e01fdc6652a7,18390.00577
20/11/18 11:00,PAYMENT SENT,0,-801.000122,ee3ff1c68da37763bc6cfc6ae8295d7351d6dffd244a10a8d84df8978b5d737d,19198.0059
20/11/18 10:14,PAYMENT SENT,0,-1.0001213,844ae3da5d8995f9576fc9f469a0c1e1174f7340776da00320af39e7e6e5f7e4,19999.00602
18/11/18 7:53,PAYMENT RECEIVED,5.55E-06,0,02f5e070f98714e27d104a2f4041671b64c415bd5bcb2628c53bef824a6d532b,20000.00614
15/11/18 6:47,PAYMENT SENT,0,-109234.3313,b0a67b6a06f146b6cbcd39c75742bf15799c50d010eef96b68d136fd48573cd6,20000.00613
10/11/18 9:51,PAYMENT RECEIVED,6.66E-06,0,672c83543214efafa4fa54749b6f50be823de5f5346f50233d921133f9cc1199,129234.3374
3/11/18 14:53,PAYMENT RECEIVED,5.00E-05,0,c4929a66eda5edb43f334a0c474666c2d8d05ef3bbcd2b4d629eb1ff330fb77f,129234.3374
3/11/18 10:49,PAYMENT RECEIVED,8.89E-05,0,48690e5b53d641c3dedb5f5f11c9e750d6f06d0c489e7a7d806cd1160ae21831,129234.3373
21/11/18 7:39,PAYMENT SENT,0,-7724.90481,c70adf71eb16b52302de5c128c4ddfbc2e747ad8003123c42c6b0b1181a5eb8e,0
2/10/18 22:56,PAYMENT RECEIVED,0.021,0,d0ab2ce36154c6a9f8f0bd39da4c54bd64c0897e094b39d54eab75ceb02d28a0,168791.3603
20/10/18 8:42,PAYMENT SENT,0,-38888.00012,0d8a2b3e0214741030179f3cc2ea929edc18612a964d696b900330cbfc7d6ae7,129234.3371
20/10/18 19:01,PAYMENT RECEIVED,0.0001064,0,fefe25eebf4d8560bda3d8b1329a80f38d04ebe4ec82dab92b90b15857bd2186,129234.3372
21/10/18 14:12,PAYMENT RECEIVED,6.66E-06,0,ad2b58216d977597b357916f1ef0773864bee73f34c541f55c393b6598204bee,129234.3372
22/10/18 9:50,PAYMENT RECEIVED,5.55E-06,0,3c65f066f3f5c45031244ae4fde1e5a281d5b6524c1f96addd7bc0ff2d959b18,129234.3372
23/10/18 11:50,PAYMENT RECEIVED,8.88E-06,0,1d6580dcd979951bd600252b741c22a3ea8e605e43168f8452c68915c3ea2bf3,129234.3372
