date (UTC),description,moneyIn (Satoshi),moneyOut (Satoshi),tx hash,current balance (Satoshi)
16/2/18 19:21,PAYMENT RECEIVED,10038,0,281f47e176882c8f0e3c0f6d8d71d38f039362408df4041c30f6b71bc9af222c,9.66508E+12
16/2/18 16:18,PAYMENT RECEIVED,1000,0,ddcf024f7a481b951b7d60d38e95bf6551dd335a29e7d2a38e05f33a4b7e1b62,9.66508E+12
16/2/18 15:03,PAYMENT RECEIVED,287894,0,07879b0d35061cefea6e8824bfdb6beeec8940562dc0c3599b6604cbd0153581,9.66508E+12
16/2/18 14:56,PAYMENT RECEIVED,2651,0,ca8436a512e8721e64e4d2a3a493dee80fa4c7a3fef8ab85c9466b3be2bef344,9.66508E+12
9/2/18 7:30,PAYMENT RECEIVED,5E+11,0,58aca6434243f7cecc41a34bd0641614f84463b67435e800b33038493ce1ac52,6.03571E+12
12/1/18 13:16,PAYMENT RECEIVED,2.07302E+11,0,b7c651a6edbf25665818423a2e9febb8d37dc65fe04a33e3f9b1d4d15eeedb03,4.60732E+12
14/1/18 2:29,PAYMENT RECEIVED,6000,0,de7a127f67b4650a7cdefc35b6b369fab1155ba3559a85594c19fe5d06a0fb2c,4.60732E+12
14/1/18 15:40,PAYMENT RECEIVED,81095622212,0,ad53639ffc97c75cab2afa51c31a4255a2905b96bc053c422ea40c40268f04d3,4.68842E+12
14/1/18 17:58,PAYMENT RECEIVED,1.50138E+11,0,f2fa7e88580583f29616669f9a6123694fb5af60a905240ab0c75dc39b8a258b,4.83856E+12
14/1/18 18:02,PAYMENT RECEIVED,10000000000,0,5218b03e4d1e7a5f5f3379dd81bec430f70c790409c1bbf1c6a12314a4439b57,4.84856E+12
14/1/18 18:02,PAYMENT RECEIVED,3.03319E+11,0,3feece816869395684423af7eca5307e9efd2d3137041dac9f25940ef7d3a131,5.15188E+12
15/1/18 3:28,PAYMENT RECEIVED,50691188386,0,522572187483066fe79139fb56954d3cb82bdf7bd1d8a1f36a0cab3ee4d4e650,5.20257E+12
15/1/18 3:28,PAYMENT RECEIVED,2.00752E+11,0,96f61e79a6c22a55c69dd2f598e425ca9e14685248c40aeb515a95d5d5c9a04f,5.40332E+12
15/1/18 14:57,PAYMENT RECEIVED,1.32393E+11,0,1a3c76bca5c422c2996d518ce027294ad85c9eb0f5558530b69bb971d0325f05,5.53571E+12
29/12/17 0:38,PAYMENT RECEIVED,11700,0,10f37d1351bc962b585fc26dc67ad70a796b6437a829c337baff2e43010f3b05,4.40002E+12
13/12/17 13:42,PAYMENT RECEIVED,58198640345,0,9cbf72b49c338f74587ec9c53b56c6dd837ad4dc7ff900dfd675e5d4f1b14a94,3.60147E+12
13/12/17 13:42,PAYMENT RECEIVED,57920034966,0,66f4566eaf6e2cbd03c50e3a72903da9d76f2e383e733637973eebf9c064a8cf,3.54327E+12
13/12/17 13:42,PAYMENT RECEIVED,57521494408,0,b4c4dfe1818b378fe555e019ccc214b67c5ac794cc84bfd73ed8df5b16bfca67,3.48535E+12
13/12/17 13:42,PAYMENT RECEIVED,59035956510,0,104cea0d0eda969081af050958a722453f6d2a202ca9805dc6861826ea0022e6,3.42783E+12
13/12/17 13:42,PAYMENT RECEIVED,58435488885,0,0da07868018143c69550b3eb5f94778c7b68cb6958b93599701310ff7cd35a06,3.36879E+12
13/12/17 11:36,PAYMENT RECEIVED,50644162020,0,e5f764e5181c41e6827602d65e5aa283ea1b82fb8dcd2c9bb08ad9314aa60365,3.31036E+12
13/12/17 11:36,PAYMENT RECEIVED,40951914445,0,2ccf7c26384ce92d6a460c23b5d58ac6705bb70a201aa4620d82987197482d2c,3.25971E+12
13/12/17 11:25,PAYMENT RECEIVED,1.00458E+11,0,50a1e00959c2d6a122f47bbae02929c4f65b983749995683700140881334a487,3.21876E+12
13/12/17 11:25,PAYMENT RECEIVED,1.00408E+11,0,d62438bcecd86fff18c0e6a86abd07ba6229f4da6423c447bb4f19fa2fd0cca8,3.1183E+12
13/12/17 11:24,PAYMENT RECEIVED,88416951216,0,a93d9a36ab2f6fd924f2444115ba466f475f9f26ce70a584cec8c730bdd626c9,3.01789E+12
13/12/17 11:24,PAYMENT RECEIVED,85488985869,0,8c79285a98a77dc4deb089c9b7e9e3e1037564c987e8c5c28633fc49d0f2d655,2.92948E+12
13/12/17 11:24,PAYMENT RECEIVED,1.00901E+11,0,5c8c0ed6e0fc5042d91a8b0e65c42ada7a320650453465f0d11c96de0e16ca69,2.84399E+12
13/12/17 13:42,PAYMENT RECEIVED,57995011189,0,3eca83c873d9d9c06ead19209769fcb9c02a819d87ef4830c39db99905f54be2,3.65946E+12
13/12/17 14:08,PAYMENT RECEIVED,54337892496,0,a7d8e597d8da4c304acb5b30f7e5178d050a7090000afd1ce036cedcf3688f50,3.7138E+12
13/12/17 14:08,PAYMENT RECEIVED,50009455409,0,c9c8d93e2a47d6e186ceb59027e996019e837ebb32d1dd3566d7582faf4d6137,3.76381E+12
21/12/17 14:04,PAYMENT SENT,0,-3.02671E+11,66cd72a8961f8e3edad5b4ae94d85d9711e38beabec9aff9d750c687f6f064a8,4.40002E+12
20/12/17 2:55,PAYMENT SENT,0,-1.60001E+11,06de24e912484b13e088d90fac039979edf79d8d9009972c1a9a513216636a61,4.70269E+12
17/12/17 10:16,PAYMENT RECEIVED,1.30596E+11,0,d88e9db387e9f22ade53c4f276f72622571a8c4aceeede1fc72d6e732c15de45,4.86269E+12
17/12/17 9:41,PAYMENT RECEIVED,1.41661E+11,0,1b9a54b66d4b8f3e5c032a5bf0ac20c04b57592e5dde47801c3f2ab6b6d7b409,4.7321E+12
17/12/17 6:31,PAYMENT RECEIVED,1.04992E+11,0,69a1030bc3fa681ea1be32d5fc7bf95be324cc0201a2ce032128d6846e9af2bc,4.59043E+12
17/12/17 4:32,PAYMENT RECEIVED,3.02674E+11,0,9da2db83e7de4c535e46d9403a1e2dbe7be5274ecb358d09906f22cacfcc1268,4.48544E+12
16/12/17 8:33,PAYMENT RECEIVED,84989530721,0,bf15d42ca72d813f5c65268f5bcd558d2ce866967649c1d47e1f23101013ee20,4.18277E+12
13/12/17 23:41,PAYMENT RECEIVED,1.00046E+11,0,2b63cb23ae8da60fa916d67f9e5367aff594016d3cf9c68f6d1f8bca074f0f39,4.09778E+12
13/12/17 14:08,PAYMENT RECEIVED,59961511579,0,b019acfe74097ff9106b90badacddefc2710eb02e64cc607398a95173f47585f,3.99773E+12
13/12/17 14:08,PAYMENT RECEIVED,53229315841,0,d78d02657f5a0359a184b521f19be6bd92bc1b4594c628d6bf685763141c8dcc,3.93777E+12
13/12/17 14:08,PAYMENT RECEIVED,60755099547,0,2a7b3d25a12cfb1a88e5305ef8f8567f8780634a416e694012a45a6531ea148d,3.88454E+12
13/12/17 14:08,PAYMENT RECEIVED,59978906200,0,d9d7a199f46e8b7fc2753c44d9b85252be64a01f041ccc0650512d19102d5044,3.82379E+12
13/12/17 11:24,PAYMENT RECEIVED,65079449180,0,f5e5f20f3d4f740740d12a6cf75edaff7566d95679a82f61057cba770b5760d4,2.74309E+12
13/12/17 11:24,PAYMENT RECEIVED,61200798564,0,e72f79a8299ecb0942c1afffa0ab6588c29ed64e20c6fe9e62f3eff1f23b455d,2.67801E+12
13/12/17 11:24,PAYMENT RECEIVED,51161600510,0,6e93f8aa167f4ad7a30b6c3120a5e8cacf263e344e3ad585d3fe341584a7e026,2.61681E+12
13/12/17 7:09,PAYMENT RECEIVED,71846615073,0,69c285ef1aa8c91278582cecce857063b53d752fd3dfaa187683b28a1093298f,1.18946E+12
13/12/17 7:09,PAYMENT RECEIVED,62991541641,0,8d4461c1528e9b46415c0beb14fbe19ee20ea1edb010ab5b985a157cc65ee48e,1.11762E+12
13/12/17 7:00,PAYMENT RECEIVED,1.02353E+11,0,9062f294e29d1764192082755326e7249337c24db2ae1857fad85ae692463dec,1.05463E+12
13/12/17 6:16,PAYMENT RECEIVED,1.31374E+11,0,b05dc584c06fa39f66a7509902d8fe0d79c6dd380414140aee3c1f84e1351042,9.52273E+11
13/12/17 6:16,PAYMENT RECEIVED,1.01821E+11,0,586f881f8bd440a2fe87e45e9c84c45b70bbb9985feddd34892cd7cc256b849b,8.20899E+11
13/12/17 5:43,PAYMENT RECEIVED,94926204209,0,667928d46c1ccc64f1fb263262d40d4450b67b2157d07f5e28dd104bc18c7822,7.19078E+11
13/12/17 5:42,PAYMENT RECEIVED,1.09992E+11,0,302d2c30484cd58f394f6916d4d84bdee1747e30223c95c58849d398c80ba389,6.24152E+11
13/12/17 5:42,PAYMENT RECEIVED,1.09997E+11,0,3d75e03984a3a9e5ce7df44fe80461a3d15566cfc6468ef08b09b40ea01ab9a8,5.1416E+11
13/12/17 5:33,PAYMENT RECEIVED,3.03739E+11,0,b2e26b0b57b7b7dcf8b749dfeab4de70b9b6956e52f5376cae24dfe286d14214,4.04163E+11
13/12/17 4:48,PAYMENT RECEIVED,1E+11,0,d9262c83e5c48ab315f3acd45a28b81dce89e48963ef60850e64d776f54ed2f8,1.00424E+11
13/12/17 4:48,PAYMENT RECEIVED,300000000,0,72485396f0294b04711bee333ceb5e5bfd6690bd0bd4a347fc077c05388f976e,424387185
13/12/17 4:45,PAYMENT RECEIVED,99800000,0,72848f16fd84c2df3672a63db58700488728f06d1c1726d418839d9d4265731f,124387185
13/12/17 7:09,PAYMENT RECEIVED,70492096984,0,e87926059695d4178832f9fa11433cde8863b18cf8662117ec2d7f3b74c983f0,1.25996E+12
13/12/17 7:09,PAYMENT RECEIVED,65999032686,0,bd6015674afbf8bbd56f32e7786036ce285bdd0b5b2abbbfe9027d4d6cdcdb0a,1.32596E+12
13/12/17 7:09,PAYMENT RECEIVED,82748367690,0,06ac3ea4e19906f8773055b88721cfabab5e86425edc6fa654898af91d9fe032,1.4087E+12
13/12/17 11:06,PAYMENT RECEIVED,90555674626,0,24f55a554b9e1f3684358930c3161f6a9970c5cf1cc397789349e1c004f37b74,2.56564E+12
13/12/17 11:06,PAYMENT RECEIVED,1.10537E+11,0,71d19cde185ac5a2535f612e80ed15919b3ccc4f97bacf0cc9a513e22e57be3b,2.47509E+12
13/12/17 11:01,PAYMENT RECEIVED,1.11951E+11,0,e8c592b0c90a12f6d7679fb3628cecc53dba09e31cf5e1465c9a774e6810f1f8,2.36455E+12
13/12/17 11:01,PAYMENT RECEIVED,1.1186E+11,0,bdd4b8ed10ba3d039ec18e5d71c88ac07de574912b10874a775eb39a17047f67,2.2526E+12
13/12/17 11:01,PAYMENT RECEIVED,1.00244E+11,0,cb298172eef67c7ef4faae8b1915e9558aec5f40996dd7ef7157c61b77206a1c,2.14074E+12
13/12/17 11:01,PAYMENT RECEIVED,91307609937,0,1dff115907128267721dc33ccc56e26040a43b116c82b90182323f22ea0cc767,2.0405E+12
13/12/17 9:59,PAYMENT RECEIVED,71858654987,0,5787b93eeefd5ba1e9b8271ab0494e8c094b8f31162172613fc5211048e90d18,1.94919E+12
13/12/17 9:49,PAYMENT RECEIVED,1.00822E+11,0,7dd8341c5560d6b6849788ac5ae01b3dd0ec141617a9c89759ee61ddd8d5617c,1.87733E+12
13/12/17 9:45,PAYMENT RECEIVED,1E+11,0,d6610df9ef18e7ff68275d586588a6e5a377635f87b1669108be5d50fdb5c766,1.77651E+12
13/12/17 7:17,PAYMENT RECEIVED,1.12871E+11,0,4bf9a955b59af3f80152fe9003dea0bffaca354c0267baaf6a1b3116c827cef6,1.67651E+12
13/12/17 7:17,PAYMENT RECEIVED,77954520667,0,5c14e7688d06060d70fe93597869caeda1952fd5d7dc26d848ed2eed5f19f01f,1.56364E+12
13/12/17 7:17,PAYMENT RECEIVED,76979494816,0,dff2193d5e1e6a1e25edadfec041839b242e4effdd92b3d3076ba0b418ebe6d1,1.48568E+12
13/12/17 4:21,PAYMENT SENT,0,-100300000,72143192c7afa6e7ba0daf9854fc60d8dd0af0b77c28732defdf1bc88187984b,24587185
7/11/17 8:58,PAYMENT RECEIVED,124809124,0,9b9d74bde9f6073473d3fc24aff3dadad78fedb71f2892a4e92c1b4adceb3064,124809124
7/11/17 8:58,PAYMENT RECEIVED,3000,0,c8da7de6334dcdda06f11793c1c0e3ed09cafc49d240c1fbe286986bb9dc3ba5,124812124
7/11/17 8:58,PAYMENT RECEIVED,4.57157E+11,0,cb7abd706c8021ebb956d2763790532e2d9970c399c4e2ed5b1ae6f7949c57f4,4.57282E+11
7/11/17 12:07,PAYMENT SENT,0,-4.57157E+11,4c82ecfdc31c8e46af6ff1a5630fdb4fcd785fcc35531b5b912dbee921599250,124887185
8/9/17 16:41,PAYMENT RECEIVED,1000000,0,fa2f16ac4cea1a13a3b3f8668f727590f41ce992f56a7db032d4238c89ee4ecc,1000000
9/9/17 11:18,PAYMENT SENT,0,-1000000,798d003bee07461f2ade019f0b344d644b1bb9678fbe5cf1e836d808e6761901,0
