date (UTC),description,moneyIn (BTC),moneyOut (BTC),tx hash,current balance (BTC)
20/10/20 18:46,PAYMENT SENT,0,-1500.00214,808fc85df7a5b32fad4f42ad8f9d4fdd8eda6e396fe66cdd2b35e4e3c5979d45,54301.89119
5/10/20 22:16,PAYMENT SENT,0,-1000.0018,0d16ab25ac1296afb9cce3bfbf8d0353e3c5d91a809aa2c68fe054eaaf420e7e,55801.89333
24/9/20 17:50,PAYMENT SENT,0,-500.00146,aa2e050adb32dffb031454d9747632b6e26b3250ac856e78f26c300a3d1cf1ee,56801.89513
19/8/20 0:16,PAYMENT RECEIVED,5.47E-06,0,1f9fae3a9ae64cdbea51038ca41a893cb2bd59d3424a2ec548b459fe6fc0f2ef,57301.89659
13/8/20 10:14,PAYMENT RECEIVED,5.47E-06,0,51abc45489b3aeb33b4cc5249f10c74c9a50338292135a7f2035e60f9c3e12de,57301.89658
8/8/20 21:45,PAYMENT RECEIVED,5.47E-06,0,f3282eea2b54dbc6cc14e26b8f5e210a89c18ed6ede578266d9bfea6e62d904a,57301.89658
8/8/20 1:10,PAYMENT SENT,0,-2500.00197,aed2e663e72c205564b4f52357e6e68dc652c62e82eac4a99a620f7af131f680,57301.89657
4/8/20 10:11,PAYMENT RECEIVED,5.47E-06,0,a79b970c17d97557357ec0661a2b9de44724440e1c635e1b603381c53ece725d,59801.89854
25/7/20 3:28,PAYMENT RECEIVED,0.0001,0,b1a971161b4ea75c590a40b52483185923564e32fadbfc8a52e2d5bfdb59e73e,59801.89854
14/7/20 0:19,PAYMENT RECEIVED,0.00010823,0,b9a281fac96b9a2ca112523f85acb10e5480cd8e3b3d982dab8878c97a2195a7,59801.89844
1/7/20 2:02,PAYMENT RECEIVED,0.0001097,0,c37f271a1dd3aaa3dd3c6a74364231e2fd2a20fe19aa3eeedd9c1dcf8320d21c,59801.89822
1/7/20 2:02,PAYMENT RECEIVED,0.0001097,0,78a4f24bed7de1ea7258e262762995d017234b0afdfbe41f8245af5019fc28de,59801.89833
1/7/20 1:05,PAYMENT RECEIVED,0.0001097,0,3027dda5c9c01fd63ee4da637d9731b66372f1764cad40baaab261111486dfc9,59801.89811
24/6/20 18:19,PAYMENT SENT,0,-1500.00219,b40bf0b5cd1452052136f4cf9904945bed731addcf6c2bf975a48b8e0fec0529,59801.898
21/4/20 21:13,PAYMENT RECEIVED,5.47E-06,0,3774f6cbd523f6ac7a25bf0331e6b73b53d29d1b7320e7fc0d5b70e1ffc8cc6e,61301.90019
4/4/20 11:37,PAYMENT RECEIVED,0.0001,0,7c8e77ff3db7c07dd24d8b17b7eb0d16d6a070fb9221397bf42d2c7b8e3ede65,61301.90018
9/3/20 10:50,PAYMENT RECEIVED,6.00E-06,0,f272ab6645b80021319a6894688a2b72c2739a9387c7f85ef059b0552278a21c,61301.90008
1/3/20 17:39,PAYMENT RECEIVED,0.00217039,0,45e53674ac6215ca50272ea45aa081ed79cdd576d2d1702243fb0c5b32825314,61301.90008
20/2/20 20:38,PAYMENT SENT,0,-500.00129,caac693f99bb665fac91141ac9b4299125a2f0777b62c5839fe71ae62079cdad,61301.89791
