date (UTC),description,moneyIn (BTC),moneyOut (BTC),tx hash,current balance (BTC)
3/11/20 1:32,PAYMENT SENT,0,-52286.31551,749a9bc4558408b16be0286e52fa63419b8ec432e6f6e56c4ac80302fd467c8c,0.00032758
31/10/20 21:26,PAYMENT RECEIVED,5.47E-06,0,98a9b6abf87469eb411789c3189e8b8e7ed20757d105d05b8731d8325f2283c7,52286.31584
15/10/20 5:41,PAYMENT RECEIVED,5.47E-06,0,1efc9519cc2861a0101cf96a3addd1a9a142e017208b66897e17bd9a517f55f3,52286.31583
24/9/20 5:42,PAYMENT RECEIVED,5.47E-06,0,44e72630f5dbe176854faa978d48acef4ee6038ce36b8e1c8b69471557e44b60,52286.31582
12/9/20 0:08,PAYMENT RECEIVED,5.47E-06,0,dc865415b44d9e644e5868a8909dc95a05dae92635b5c48dda9d07d0bc77a3d4,52286.31582
30/8/20 12:17,PAYMENT RECEIVED,5.47E-06,0,c91ecb6c8a32d7e4ccb89233675b25bc3459c4357066abfcda0985c7242385d8,52286.31581
20/8/20 15:07,PAYMENT RECEIVED,0.00016865,0,5cd8a41a4ace64328c23b1c30162fa0a131a8aff2808bea9906cb56be5c566e5,52286.31581
19/8/20 0:16,PAYMENT RECEIVED,5.47E-06,0,1f9fae3a9ae64cdbea51038ca41a893cb2bd59d3424a2ec548b459fe6fc0f2ef,52286.31564
13/8/20 8:27,PAYMENT RECEIVED,5.47E-06,0,cc15bd8fb9196ebcfb28ff8b6b8d65fbdf696f9a7a6556fa35cbdc24d1f1c84d,52286.31563
8/8/20 21:45,PAYMENT RECEIVED,5.47E-06,0,f3282eea2b54dbc6cc14e26b8f5e210a89c18ed6ede578266d9bfea6e62d904a,52286.31563
4/8/20 10:11,PAYMENT RECEIVED,5.47E-06,0,a79b970c17d97557357ec0661a2b9de44724440e1c635e1b603381c53ece725d,52286.31562
1/7/20 1:05,PAYMENT RECEIVED,0.0001097,0,b3e42ed1e72a72758f81e9a02579916ba545b962cc60d77f3e03ccfd0fb12e48,52286.31562
29/4/20 19:19,PAYMENT SENT,0,-2845.000345,eb1c3e403de681f53e14cd8a4fd33c6cc0791669101429363082a5e63f559db6,52286.31551
29/4/20 19:07,PAYMENT SENT,0,-1045.000385,7125c5c0e0863e5e1368eec88753f31d04c559202f1c25a4a0ee0b86f9725ed5,55131.31585
15/4/20 20:12,PAYMENT RECEIVED,7.77E-06,0,559e6f28c8360fd5bb55e03b43b8ee4695222624b44e26d25d57ebfdefd68a86,56176.31624
3/4/20 10:40,PAYMENT RECEIVED,7.77E-05,0,3918f67fa6ea7a826a85e7b409814489cd043d640ee71b1a6e9bb22af58345fd,56176.31623
28/3/20 12:23,PAYMENT RECEIVED,8.88E-06,0,0f1c8d7c1a8ef3679168a06ae1e3ec8d17fd16e5526de422d282cd5bd1f777d9,56176.31615
21/3/20 19:46,PAYMENT RECEIVED,8.88E-06,0,8da762ae141b9abbc7a81bd3b29e47218ae8336ec70540bf0d781078ab6f97c7,56176.31614
12/3/20 14:10,PAYMENT SENT,0,-200.000103,d04da231b56be5b8d7df4cd0a444937a791d75b5067bd92dfa583f63ec524d6e,56176.31613
11/3/20 22:57,PAYMENT SENT,0,-300.0001436,fc16a2fc9c881ccd074cbedeb364133550ed7030932fb8cfb80ba38577f2181a,57406.31642
11/3/20 22:57,PAYMENT SENT,0,-305.0000454,bf9ecffb5e15fc0842d52bde6a2ea6db55c2d80abfe027a8b8317aa358fa36be,57101.31637
11/3/20 22:57,PAYMENT SENT,0,-308.0000454,f53c57bf396afe7f80e0d11c36e3ff176e19558ff5818f1e9e36cde7bd803313,56793.31633
11/3/20 22:57,PAYMENT SENT,0,-309.0000454,f24761c0594cba64e603506fa8ae2bb3d378147acfbfc871429dac5b296b7f0c,56484.31628
11/3/20 22:57,PAYMENT SENT,0,-108.0000454,950910404cb3769299061c11273186535aef936e0ca500be44e30c406fec80ee,56376.31624
7/3/20 19:22,PAYMENT RECEIVED,6.00E-06,0,cee130c69b73316bea03789584a50e02ce216e750bafb63f67cd81f770a544c1,57706.31656
11/2/20 5:25,PAYMENT RECEIVED,5.70E-06,0,8aaa8ce840e8fb46d1131fd2375d8e4259631d1cbbcbece398a7d3d41a456143,57706.31656
7/2/20 13:49,PAYMENT RECEIVED,7.77E-06,0,934fb0a6970f0ccb31d55b828ab4e849b7af68dd65824531cd7f4bb241be54b7,57706.31655
30/12/19 14:11,PAYMENT RECEIVED,2.02E-05,0,36e425149febc9e30d1d378ffcfe014e33a04f41ce302f6a6f853ad0b9df047d,57706.31654
25/12/19 11:01,PAYMENT RECEIVED,57706.31652,0,8e424276a59a93afaaf6e7883af737656b1dffae5d5c1f15bbb679cba8b162ba,57706.31652
